id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens
120,,,,,,,,,Data Analyst I - Intern,Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:10.4,[]
121,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,Missouri,via Big Country Jobs,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:10.4,[]
122,,,,,,,,,Data Analyst I - Intern,Corporate,"Kansas City, MO",via Careerboard - IT Jobs,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:10.4,[]
123,,,,,,,,,Workday Reporting Data Analyst,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:10.4,['excel']
124,,,,,,,,,Data Analyst III (Healthcare Analytics),Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,,00:10.4,['python']
125,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:10.4,[]
126,,,,,,,,,Data Analyst I - Intern,Corporate,Missouri,via Big Country Jobs,"['17 hours ago', 'Full-time']",17 hours ago,Full-time,,00:10.4,[]
127,,,,,,,,,Data Analyst I - Intern,Corporate,"Jefferson City, MO",via WJHL Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:10.4,[]
128,,,,,,,,,Data Analyst III-Remote,Corporate,Missouri,via WGNO Jobs,"['22 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",22 hours ago,Full-time,,00:16.0,"['excel', 'sql', 'sap']"
129,,,,,,,,,Data Analyst I - Intern,Corporate,"Kansas City, MO",via CW39 Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:16.0,[]
130,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,"Columbia, MO",via CW39 Jobs,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:16.0,[]
131,,,,,,,,,Workday Reporting Data Analyst,Corporate,"Jefferson City, MO",via WGN-TV Jobs,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,,00:16.0,['excel']
132,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,"Columbia, MO",via KHON2 Jobs,"['23 hours ago', 'Full-time']",23 hours ago,Full-time,,00:16.0,[]
133,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,"Jefferson City, MO",via BeBee,"['11 hours ago', 'Full-time']",11 hours ago,Full-time,,00:16.0,[]
134,,,,,,,,,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:16.0,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']"
135,,,,,,,,,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:16.0,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']"
136,,,,,,,,,Data Analyst - Full-time / Part-time,Jiffy Trip,"Enid, OK",via Snagajob,"['20 hours ago', 'Full-time']",20 hours ago,Full-time,,00:16.0,"['mysql', 'nosql', 'azure', 'aws', 'power_bi']"
137,,,,,,,,,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Lowell, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:16.0,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']"
138,,,,,,,,,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Anderson, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']"
139,,,,,,,,,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Cassville, MO",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']"
140,,,,,,,,,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Centerton, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']"
141,,,,,,,,,Senior Data Scientist - Supply Chain (Sam's Club),Sam's Club,"Gravette, AR",via ZipRecruiter,"['18 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",18 hours ago,Full-time,,00:26.6,"['c++', 'tableau', 'spark', 'tensorflow', 'power_bi', 'nosql', 'sql', 'matplotlib', 'java', 'r', 'python', 'scala']"
142,,,,,,,,,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",via ZipRecruiter,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:26.6,"['spark', 'scikit-learn', 'tensorflow', 'keras', 'r', 'python', 'scala', 'azure']"
143,,,,,,,,,Data Analyst - Surface Equipment,Halliburton,"Duncan, OK",via My ArkLaMiss Jobs,"['2 hours ago', 'Full-time']",2 hours ago,Full-time,,00:26.6,"['spark', 'scikit-learn', 'tensorflow', 'keras', 'r', 'python', 'scala', 'azure']"
144,,,,,,,,,Senior Data Analyst Manager,Tyson Foods,"Springdale, AR",via Monster,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:26.6,[]
145,,,,,,,,,Senior Data Analyst Manager,Tyson Foods,"Springdale, AR",via Monster,"['19 hours ago', 'Full-time']",19 hours ago,Full-time,,00:26.6,[]
146,,,,,,,,,"Research Data Analyst, Senior",Diaconia LLC,United States,via Indeed,"['7 hours ago', 'Full-time']",7 hours ago,Full-time,,00:26.6,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']"
147,65K to 80K,a year,72500.0,65000.0,80000.0,,72500.0,72500.0,"Research Data Analyst, Senior",Diaconia LLC,United States,via Adzuna,"['15 hours ago', '65K to 80K a year', 'Full-time']",15 hours ago,Full-time,,00:26.6,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']"
148,,,,,,,,,Data Analyst II. Job in Columbia Gecko Jobs,EDWARD JONES,"Columbia, MO",via BeBee,"['10 hours ago', 'Full-time', 'Health insurance']",10 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
149,106916 to 182047,a year,144481.5,106916.0,182047.0,,144481.5,144481.5,Lead-Data Analyst,EDWARD JONES,"St Robert, MO",via WREG Jobs,"['22 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,,00:28.4,[]
150,,,,,,,,,Data Analyst II. Job in Columbia Gecko Jobs,EDWARD JONES,"Columbia, MO",via BeBee,"['6 hours ago', 'Full-time', 'Health insurance']",6 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
151,,,,,,,,,Data Analyst II,EDWARD JONES,"Warrensburg, MO",via Big Country Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
152,,,,,,,,,Data Analyst II,EDWARD JONES,"Nixa, MO",via WREG Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
153,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Jefferson City, MO",via My ArkLaMiss Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,[]
154,,,,,,,,,Data Analyst II,EDWARD JONES,"New Bloomfield, MO",via WJHL Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
155,,,,,,,,,Data Analyst II,EDWARD JONES,"Calhoun, MO",via WREG Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
156,,,,,,,,,Data Analyst II,EDWARD JONES,"Holts Summit, MO",via WREG Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
157,,,,,,,,,Lead Data Analyst,EDWARD JONES,"Newburg, MO",via WREG Jobs,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:28.4,[]
158,76798 to 130764,a year,103781.0,76798.0,130764.0,,103781.0,103781.0,Data Analyst II,Edward Jones,"Warrensburg, MO",via JobServe,"['22 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,,00:30.2,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
159,106916 to 182047,a year,144481.5,106916.0,182047.0,,144481.5,144481.5,Lead-Data Analyst,Edward Jones,"Eugene, MO",via JobServe,"['22 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,,00:30.2,[]
160,,,,,,,,,Data Scientist,Addison Group,"The Village, OK",via LinkedIn,"['23 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",23 hours ago,Full-time,,00:30.2,"['sas', 'sql', 'r', 'python']"
161,,,,,,,,,Data Scientist,Addison Group,"The Village, OK",via LinkedIn,"['19 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",19 hours ago,Full-time,,00:30.2,"['sas', 'sql', 'r', 'python']"
162,,,,,,,,,Stategy Analyst (Data),Addison Group,"Tulsa, OK",via LinkedIn,"['23 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",23 hours ago,Full-time,,00:30.2,"['excel', 'sql']"
163,,,,,,,,,Consumer Research & Data Analyst - Now Hiring,BOK Financial,"Tulsa, OK",via Snagajob,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:30.2,"['power_bi', 'sql']"
164,,,,,,,,,Consumer Research & Data Analyst - Now Hiring,BOK Financial,"Tulsa, OK",via Snagajob,"['21 hours ago', 'Full-time']",21 hours ago,Full-time,,00:30.2,"['power_bi', 'sql']"
165,77641.18 to 190998.06,a year,134319.62,77641.18,190998.06,,134319.62,134319.62,Data Analyst/Data Scientist (w2 role),CBL Solutions,United States,via Indeed,"['5 hours ago', '77,641.18 to 190,998.06 a year', 'Full-time']",5 hours ago,Full-time,,00:30.2,"['excel', 'sql', 'tableau', 'python', 'powerpoint']"
166,77641.18 to 190998.06,a year,134319.62,77641.18,190998.06,,134319.62,134319.62,Data Analyst/Data Scientist (w2 role),CBL Solutions,United States,via Indeed,"['2 hours ago', '77,641.18 to 190,998.06 a year', 'Full-time']",2 hours ago,Full-time,,00:30.2,"['excel', 'sql', 'tableau', 'python', 'powerpoint']"
167,,,,,,,,,Data Management Business Analyst,Cohere Health,United States,via Startup Jobs,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:30.2,[]
168,,,,,,,,,Data Management Data Analyst,Cohere Health,United States,via VentureFizz,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:32.7,"['tableau', 'spark', 'sql', 'airflow', 'excel', 'r', 'python', 'scala', 'aws']"
169,,,,,,,,,Data Management Business Analyst,Cohere Health,United States,via VentureFizz,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:32.7,[]
170,,,,,,,,,"Data Analyst (MS SQL database management systems, MS T/SQL, SSRS...",MVP Consulting,United States,via Indeed,"['7 hours ago', 'Contractor', 'No degree mentioned']",7 hours ago,Contractor,,00:32.7,"['power_bi', 'excel', 'word', 'ssrs', 'visio', 'sql', 'azure', 'powerpoint']"
171,,,,,,,,,"Data Analyst (MS SQL database management systems, MS T/SQL, SSRS...",MVP Consulting,United States,via Indeed,"['3 hours ago', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,,00:32.7,"['power_bi', 'excel', 'word', 'ssrs', 'visio', 'sql', 'azure', 'powerpoint']"
172,,,,,,,,,Commercial & Sales Data Analyst,Ashfield Engage,United States,via WJHL Jobs,"['13 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,,00:32.7,"['qlik', 'tableau', 'powerpoint', 'power_bi', 'sql', 'excel']"
173,,,,,,,,,Commercial & Sales Data Analyst,Ashfield Engage,United States,via WJHL Jobs,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,,00:32.7,"['qlik', 'tableau', 'powerpoint', 'power_bi', 'sql', 'excel']"
174,,,,,,,,,Data Analytics Security Manager,Cardinal Health,"Jefferson City, MO",via LinkedIn,"['16 hours ago', 'Full-time']",16 hours ago,Full-time,,00:32.7,['gdpr']
175,,,,,,,,,Senior Data Analyst - Cox Communities,Cox Enterprises,United States (+25 others),via Careers At Cox - Cox Enterprises,"['14 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,,00:32.7,"['tableau', 'sql', 'alteryx']"
176,,,,,,,,,Senior Data Analyst - Cox Communities,Cox Enterprises,United States (+25 others),via Careers At Cox - Cox Enterprises,"['10 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",10 hours ago,Full-time,,00:32.7,"['tableau', 'sql', 'alteryx']"
177,,,,,,,,,Business Information Analyst Senior,Elevance Health,United States,via LinkedIn,"['19 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",19 hours ago,Full-time,,00:32.7,[]
178,,,,,,,,,Business Information Analyst Senior,Elevance Health,United States,via LinkedIn,"['15 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",15 hours ago,Full-time,,00:49.0,[]
179,,,,,,,,,Lead Business / Data Analyst,"Perficient, Inc",United States,"via Perficient, Inc. - ICIMS","['20 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",20 hours ago,Full-time,,00:49.0,"['jira', 'sql']"
180,,,,,,,,,Lead Business / Data Analyst,"Perficient, Inc",United States,"via Perficient, Inc. - ICIMS","['16 hours ago', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",16 hours ago,Full-time,,00:49.0,"['jira', 'sql']"
181,40 to 55,an hour,47.5,40.0,55.0,47.5,,98800.0,Analytics Consultant,The Judge Group,United States,via LinkedIn,"['13 hours ago', '40 to 55 an hour', 'Contractor']",13 hours ago,Contractor,,00:49.0,"['power_bi', 'powershell', 'sas', 'sql', 'tableau']"
182,110K,a year,110000.0,,,,110000.0,110000.0,Sr. Data Analyst - Direct Hire - Northern Virginia,Vaco Technology,"Dearing, KS",via SonicJobs,"['16 hours ago', '110K a year', 'Full-time']",16 hours ago,Full-time,,00:49.0,"['excel', 'sql', 'r', 'tableau', 'python']"
183,110K,a year,110000.0,,,,110000.0,110000.0,Sr. Data Analyst - Direct Hire - Northern Virginia,Vaco Technology,"Dearing, KS",via SonicJobs,"['13 hours ago', '110K a year', 'Full-time']",13 hours ago,Full-time,,00:49.0,"['excel', 'sql', 'r', 'tableau', 'python']"
184,,,,,,,,,Senior Data Analyst,HCL Technologies,United States,via Indeed,"['13 hours ago', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,,00:49.0,[]
185,,,,,,,,,Senior Data Analyst,HCL Technologies,United States,via Indeed,"['13 hours ago', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,,00:49.0,[]
186,,,,,,,,,Data Analyst,Aureon Consulting,United States,via LinkedIn,"['13 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,,00:49.0,"['html', 'excel', 'sql', 'tableau']"
187,,,,,,,,,Data Analyst,Aureon Consulting,United States,via LinkedIn,"['9 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,,00:49.0,"['html', 'excel', 'sql', 'tableau']"
188,,,,,,,,,Data Analyst I (Healthcare Analytics),Centene Corporation,"Jefferson City, MO",via Adzuna,"['22 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",22 hours ago,Full-time,,00:07.7,"['python', 'power_bi']"
189,,,,,,,,,Data Analyst I (Healthcare Analytics),Centene Corporation,"Jefferson City, MO",via Adzuna,"['19 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",19 hours ago,Full-time,,00:07.7,"['python', 'power_bi']"
190,,,,,,,,,Data Analyst I (Healthcare Analytics),Centene Corporation,United States,via LinkedIn,"['18 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,,00:07.7,"['python', 'power_bi']"
191,,,,,,,,,Data Analyst - Threat Lab,Integral Ad Science,United States,via LinkedIn,"['18 hours ago', 'Full-time']",18 hours ago,Full-time,,00:07.7,"['sql', 'python']"
192,,,,,,,,,Data Analyst - Threat Lab,Integral Ad Science,United States,via LinkedIn,"['14 hours ago', 'Full-time']",14 hours ago,Full-time,,00:07.7,"['sql', 'python']"
193,175K to 260K,a year,217500.0,175000.0,260000.0,,217500.0,217500.0,Data Engineer (Hybrid),Captivation Software,United States,via Ai-Jobs.net,"['10 hours ago', '175K to 260K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,,00:07.7,"['excel', 'java', 'python', 'aws']"
194,175K to 260K,a year,217500.0,175000.0,260000.0,,217500.0,217500.0,Data Engineer (Hybrid),Captivation Software,United States,via Ai-Jobs.net,"['6 hours ago', '175K to 260K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,,00:07.7,"['excel', 'java', 'python', 'aws']"
195,,,,,,,,,Data Analytics BI Reporting Analyst,NATIONAL GRID CO USA,United States,via Adzuna,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:07.7,[]
196,,,,,,,,,"Senior Quantitative Analyst, Data Science",NATIONAL GRID CO USA,United States,via Adzuna,"['22 hours ago', 'Full-time']",22 hours ago,Full-time,,00:07.7,"['sas', 'sql', 'excel', 'r', 'python']"
197,,,,,,,,,Master Data Analyst - Safety,Bunzl Distribution NA,United States,via LinkedIn,"['17 hours ago', 'Full-time', 'Health insurance']",17 hours ago,Full-time,,00:07.7,[]
198,,,,,,,,,Master Data Analyst - Safety,Bunzl Distribution NA,United States,via LinkedIn,"['13 hours ago', 'Full-time', 'Health insurance']",13 hours ago,Full-time,,00:10.7,[]
199,,,,,,,,,Senior Data Analyst - Cox Communities,Cox Communications Inc,"Springdale, AR",via Jora,"['19 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",19 hours ago,Full-time,,00:10.7,"['tableau', 'sql', 'alteryx']"
200,,,,,,,,,Senior Data Analyst - Cox Communities,Cox Communications Inc,"Wichita, KS",via Jora,"['19 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",19 hours ago,Full-time,,00:10.7,"['tableau', 'sql', 'alteryx']"
201,,,,,,,,,Benefits Analyst,NTT Global Data Centers,United States,via LinkedIn,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:10.7,"['outlook', 'word', 'excel']"
202,,,,,,,,,Payroll Analyst,NTT Global Data Centers,United States,via LinkedIn,"['7 hours ago', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,,00:10.7,['excel']
203,90K to 110K,a year,100000.0,90000.0,110000.0,,100000.0,100000.0,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",via ZipRecruiter,"['10 hours ago', '90K to 110K a year', 'Full-time']",10 hours ago,Full-time,,00:10.7,"['spreadsheet', 'powerpoint', 'excel']"
204,90K to 110K,a year,100000.0,90000.0,110000.0,,100000.0,100000.0,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",via ZipRecruiter,"['6 hours ago', '90K to 110K a year', 'Full-time']",6 hours ago,Full-time,,00:10.7,"['spreadsheet', 'powerpoint', 'excel']"
205,60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,Data Ware House Analyst,"Acadia Technologies, Inc.",United States,via Dice,"['5 hours ago', '60K to 80K a year', 'Full-time', 'No degree mentioned']",5 hours ago,Full-time,,00:10.7,"['sql', 'ssis']"
